delivery_id,drone_id,route_id,delivery_date,departure_time,weather_condition,temperature,wind_speed,precipitation_mm,distance_km,battery_level_start,package_weight_kg,package_type,delivery_zone,delivery_area,traffic_congestion,pilot_experience_years,drone_model,battery_consumption_rate,landing_accuracy_m,flight_duration_min,battery_level_end,arrival_time,delivery_success
D-002160,DRN-084-B,RT-MOW-MOW-02,2023-08-19,2023-01-01 06:48:00,Sunny,-3.06,0.15,1.67,2.55,99.73,8.73,Standard,Industrial,Urban,High,0.15,ND-Heavy-Lift-X1,74.95,2.5,6.13,92.07,2023-01-01 06:54:07.825382166,1
D-002161,DRN-086-A,RT-SPB-KZN-05,2023-05-30,2023-01-01 08:58:00,Rainy,18.35,1.39,0.34,2.65,87.38,7.05,Perishable,Commercial,Urban,Medium,3.53,ND-Speedster-X1,61.77,1.01,3.06,84.23,2023-01-01 09:01:03.372265038,1
D-002162,DRN-086-A,RT-EKB-EKB-03,2023-06-01,2023-01-01 08:23:00,Sunny,11.56,1.87,1.01,2.33,94.59,3.0,Standard,Commercial,Rural,Low,0.32,ND-Heavy-Lift-X1,43.51,1.02,7.33,89.28,2023-01-01 08:30:19.996059318,1
D-002163,DRN-037-B,RT-EKB-SPB-20,2023-02-07,2023-01-01 12:46:00,Rainy,49.83,1.72,0.45,3.64,96.8,2.49,Fragile,Industrial,Suburban,Medium,1.77,ND-Light-Carry-X1,41.64,2.1,8.5,90.9,2023-01-01 12:54:30.270760602,1
D-002164,DRN-036-A,RT-SPB-KZN-10,2023-10-24,2023-01-01 15:07:00,Cloudy,20.5,5.69,0.56,6.37,86.94,3.26,Fragile,Rural,Rural,Medium,3.25,ND-Light-Carry-X1,51.06,1.08,23.54,66.9,2023-01-01 15:30:32.462128488,1
D-002165,DRN-092-B,RT-MOW-NSK-02,2023-10-02,2023-01-01 06:35:00,Stormy,15.7,1.77,1.43,1.83,87.14,3.26,Perishable,Commercial,Urban,Low,4.04,ND-AllTerrain-X1,45.93,1.49,2.56,85.19,2023-01-01 06:37:33.318835500,1
D-002166,DRN-043-A,RT-EKB-KZN-18,2023-04-15,2023-01-01 13:57:00,Stormy,12.93,12.55,0.1,5.09,95.46,10.51,Standard,Industrial,Urban,High,3.25,ND-Speedster-X1,85.83,1.58,16.17,72.33,2023-01-01 14:13:10.186603458,0
D-002167,DRN-088-B,RT-KZN-NSK-04,2023-12-14,2023-01-01 07:22:00,Sunny,0.38,20.0,0.02,1.35,92.14,9.31,Standard,Commercial,Urban,Low,4.68,ND-AllTerrain-X1,77.15,2.24,6.91,83.25,2023-01-01 07:28:54.672568308,1
D-002168,DRN-066-C,RT-KZN-SPB-20,2023-12-18,2023-01-01 13:29:00,Sunny,21.77,1.52,0.21,4.94,87.24,1.92,Perishable,Residential,Urban,Medium,0.81,ND-Speedster-X1,39.84,1.2,21.54,72.93,2023-01-01 13:50:32.611726626,0
D-002169,DRN-072-C,RT-KZN-MOW-13,2023-03-03,2023-01-01 14:06:00,Cloudy,14.05,2.84,0.28,5.06,94.99,8.46,Hazardous,Rural,Rural,High,2.33,ND-Heavy-Lift-X1,69.29,1.35,24.51,66.69,2023-01-01 14:30:30.356484996,1
D-002170,DRN-022-A,RT-NSK-EKB-19,2023-01-16,2023-01-01 17:40:00,Cloudy,14.06,3.26,0.33,5.84,97.27,2.26,Perishable,Industrial,Urban,Medium,4.55,ND-AllTerrain-X1,43.71,1.41,25.21,78.91,2023-01-01 18:05:12.781439010,1
D-002171,DRN-027-A,RT-MOW-MOW-06,2023-12-16,2023-01-01 07:58:00,Sunny,16.13,3.46,2.23,3.78,84.7,8.38,Fragile,Industrial,Urban,High,3.33,ND-Speedster-X1,70.25,1.44,20.52,60.67,2023-01-01 08:18:31.386012108,1
D-002172,DRN-093-C,RT-NSK-EKB-01,2023-05-30,2023-01-01 06:31:00,Sunny,17.65,1.87,0.89,5.78,80.49,19.67,Standard,Commercial,Suburban,Low,0.32,ND-AllTerrain-X1,131.73,1.07,21.99,32.21,2023-01-01 06:52:59.402707998,1
D-002173,DRN-013-A,RT-MOW-KZN-15,2023-05-22,2023-01-01 06:26:00,Cloudy,-5.87,0.73,0.95,1.14,85.48,3.56,Perishable,Rural,Suburban,High,2.2,ND-Light-Carry-X1,47.9,2.31,13.09,75.03,2023-01-01 06:39:05.658586812,1
D-002174,DRN-010-A,RT-SPB-MOW-04,2023-04-26,2023-01-01 17:35:00,Sunny,25.04,0.22,1.55,7.5,93.49,3.38,Perishable,Commercial,Urban,Low,2.2,ND-Heavy-Lift-X1,46.62,0.98,23.22,75.45,2023-01-01 17:58:12.969390444,1
D-002175,DRN-054-C,RT-EKB-KZN-04,2023-11-08,2023-01-01 06:06:00,Stormy,4.84,0.45,1.96,3.41,98.31,16.72,Perishable,Industrial,Suburban,Medium,3.08,ND-Heavy-Lift-X1,111.39,1.92,7.17,85.0,2023-01-01 06:13:10.130684682,1
D-002176,DRN-027-B,RT-KZN-MOW-01,2023-03-06,2023-01-01 13:02:00,Rainy,13.34,9.26,0.01,8.86,97.26,2.99,Oversized,Residential,Urban,High,3.13,ND-Light-Carry-X1,43.53,1.67,30.12,75.41,2023-01-01 13:32:07.163297556,1
D-002177,DRN-001-A,RT-MOW-MOW-16,2023-11-06,2023-01-01 19:00:00,Rainy,30.43,1.32,2.91,2.88,84.44,8.39,Perishable,Residential,Urban,Medium,3.37,ND-Speedster-X1,70.56,1.71,2.98,80.93,2023-01-01 19:02:59.032864812,1
D-002178,DRN-093-C,RT-SPB-SPB-09,2023-07-13,2023-01-01 08:33:00,Sunny,36.35,0.32,6.69,2.55,97.62,6.94,Oversized,Commercial,Urban,Medium,0.77,ND-AllTerrain-X1,64.82,2.11,8.63,88.3,2023-01-01 08:41:37.626975132,1
D-002179,DRN-067-A,RT-EKB-KZN-11,2023-12-08,2023-01-01 11:42:00,Sunny,-5.41,3.91,0.19,1.67,96.21,7.56,Standard,Commercial,Suburban,Low,2.03,ND-AllTerrain-X1,72.56,2.38,5.39,89.69,2023-01-01 11:47:23.552919276,1
D-002180,DRN-094-C,RT-KZN-NSK-19,2023-06-10,2023-01-01 12:56:00,Cloudy,15.36,0.31,1.58,3.69,94.69,2.96,Standard,Industrial,Urban,High,1.28,ND-Speedster-X1,40.46,1.45,21.78,80.0,2023-01-01 13:17:46.654148802,1
D-002181,DRN-099-A,RT-MOW-NSK-17,2023-11-02,2023-01-01 10:35:00,Foggy,18.27,0.29,0.0,4.32,93.76,3.42,Standard,Residential,Urban,Low,0.2,ND-Light-Carry-X1,47.49,1.45,15.81,81.25,2023-01-01 10:50:48.502011360,1
D-002182,DRN-091-B,RT-SPB-EKB-15,2023-12-27,2023-01-01 06:42:00,Cloudy,-3.09,3.89,0.08,1.43,96.14,7.24,Oversized,Industrial,Rural,High,1.82,ND-Heavy-Lift-X1,71.52,2.18,14.26,79.14,2023-01-01 06:56:15.680002476,0
D-002183,DRN-078-A,RT-EKB-MOW-11,2023-10-05,2023-01-01 19:37:00,Cloudy,24.63,3.58,0.5,1.67,97.23,2.92,Perishable,Industrial,Urban,High,3.53,ND-Heavy-Lift-X1,41.05,1.7,8.94,91.12,2023-01-01 19:45:56.355866622,1
D-002184,DRN-018-A,RT-KZN-SPB-14,2023-10-23,2023-01-01 16:07:00,Sunny,16.4,0.17,2.81,1.11,96.38,7.85,Standard,Industrial,Urban,Low,5.32,ND-Heavy-Lift-X1,67.98,1.18,7.04,88.4,2023-01-01 16:14:02.482203546,1
D-002185,DRN-093-A,RT-SPB-NSK-08,2023-02-08,2023-01-01 09:00:00,Rainy,17.33,2.47,1.59,3.14,82.44,6.68,Standard,Commercial,Rural,Medium,1.3,ND-Heavy-Lift-X1,65.97,1.16,17.87,62.79,2023-01-01 09:17:51.967699716,1
D-002186,DRN-091-B,RT-SPB-KZN-20,2023-12-27,2023-01-01 19:29:00,Cloudy,3.99,2.29,0.89,8.38,94.44,5.32,Oversized,Industrial,Urban,Low,3.91,ND-AllTerrain-X1,53.0,1.73,31.6,66.53,2023-01-01 20:00:35.705672742,1
D-002187,DRN-068-A,RT-KZN-SPB-12,2023-06-18,2023-01-01 10:57:00,Sunny,19.95,3.16,0.87,2.47,96.83,6.57,Standard,Industrial,Urban,Medium,0.78,ND-Light-Carry-X1,67.42,0.97,18.97,75.51,2023-01-01 11:15:58.323513306,1
D-002188,DRN-001-B,RT-KZN-MOW-17,2023-03-09,2023-01-01 10:33:00,Cloudy,25.06,5.36,0.94,1.52,83.71,4.1,Standard,Commercial,Suburban,Medium,1.14,ND-Speedster-X1,54.27,0.98,8.51,76.01,2023-01-01 10:41:30.819868452,0
D-002189,DRN-026-A,RT-EKB-EKB-12,2023-01-07,2023-01-01 11:25:00,Rainy,16.53,1.33,0.56,1.68,84.28,4.04,Standard,Industrial,Urban,Low,7.61,ND-Speedster-X1,50.99,1.37,15.04,71.49,2023-01-01 11:40:02.684210460,1
D-002190,DRN-020-C,RT-MOW-KZN-12,2023-03-26,2023-01-01 14:13:00,Cloudy,8.83,2.27,3.15,1.7,95.72,1.84,Hazardous,Commercial,Suburban,High,2.14,ND-Speedster-X1,30.33,1.49,12.99,89.15,2023-01-01 14:25:59.618978220,1
D-002191,DRN-010-C,RT-MOW-EKB-16,2023-07-18,2023-01-01 11:39:00,Rainy,9.77,6.3,1.26,6.4,86.88,3.95,Standard,Commercial,Urban,Medium,0.51,ND-AllTerrain-X1,48.31,1.67,30.2,62.56,2023-01-01 12:09:11.818910556,1
D-002192,DRN-075-A,RT-EKB-MOW-13,2023-05-12,2023-01-01 15:34:00,Rainy,17.64,10.23,0.99,6.3,87.99,0.91,Standard,Residential,Urban,Low,1.32,ND-AllTerrain-X1,37.54,1.02,23.43,73.33,2023-01-01 15:57:26.028592008,1
D-002193,DRN-005-B,RT-MOW-MOW-04,2023-03-17,2023-01-01 15:17:00,Rainy,15.59,8.88,0.94,2.54,87.54,16.95,Perishable,Industrial,Suburban,Medium,4.0,ND-Light-Carry-X1,113.67,0.89,10.48,67.69,2023-01-01 15:27:28.809967584,1
D-002194,DRN-065-A,RT-NSK-NSK-03,2023-09-07,2023-01-01 09:59:00,Cloudy,25.86,2.6,4.12,7.1,84.26,3.53,Fragile,Residential,Suburban,Medium,2.12,ND-AllTerrain-X1,47.7,1.07,32.08,58.75,2023-01-01 10:31:04.902134034,1
D-002195,DRN-022-B,RT-MOW-EKB-15,2023-12-13,2023-01-01 14:40:00,Stormy,9.24,2.94,1.93,3.09,98.78,2.42,Fragile,Residential,Suburban,Medium,3.26,ND-Light-Carry-X1,48.18,1.71,7.51,92.74,2023-01-01 14:47:30.680244323,1
D-002196,DRN-041-A,RT-NSK-SPB-02,2023-07-28,2023-01-01 08:59:00,Stormy,0.38,3.01,0.23,2.35,96.12,2.06,Oversized,Residential,Urban,Medium,0.42,ND-Light-Carry-X1,41.24,2.38,-1.18,96.93,2023-01-01 08:57:49.211682504,1
D-002197,DRN-068-A,RT-SPB-KZN-04,2023-03-25,2023-01-01 18:32:00,Cloudy,19.31,8.12,0.86,4.26,85.01,3.43,Hazardous,Residential,Suburban,Low,4.92,ND-AllTerrain-X1,47.83,0.85,15.05,73.02,2023-01-01 18:47:02.731698690,1
D-002198,DRN-011-C,RT-MOW-MOW-08,2023-08-11,2023-01-01 06:03:00,Sunny,9.27,7.33,0.51,9.31,82.12,17.04,Fragile,Rural,Suburban,Low,2.02,ND-AllTerrain-X1,114.05,1.52,35.58,14.49,2023-01-01 06:38:34.859340072,1
D-002199,DRN-021-C,RT-KZN-EKB-06,2023-09-10,2023-01-01 09:58:00,Rainy,24.4,1.49,6.5,1.3,87.45,13.97,Standard,Rural,Suburban,Medium,1.38,ND-Heavy-Lift-X1,104.58,1.27,8.15,73.25,2023-01-01 10:06:08.960051178,1
D-002200,DRN-076-B,RT-KZN-NSK-04,2023-01-31,2023-01-01 17:15:00,Sunny,15.09,0.71,0.81,5.03,88.31,0.72,Fragile,Industrial,Rural,Medium,2.21,ND-Light-Carry-X1,36.68,1.27,28.26,71.03,2023-01-01 17:43:15.755307167,0
D-002201,DRN-019-A,RT-NSK-EKB-06,2023-12-21,2023-01-01 15:05:00,Stormy,22.86,1.91,0.11,6.25,80.14,8.33,Standard,Residential,Urban,Medium,2.11,ND-AllTerrain-X1,70.2,1.24,26.67,48.93,2023-01-01 15:31:40.444531920,0
D-002202,DRN-060-C,RT-NSK-EKB-16,2023-07-20,2023-01-01 10:21:00,Sunny,2.83,1.36,0.79,7.61,97.74,3.1,Fragile,Residential,Suburban,Medium,0.71,ND-AllTerrain-X1,43.33,1.75,26.61,78.53,2023-01-01 10:47:36.356047236,1
D-002203,DRN-047-C,RT-EKB-SPB-13,2023-02-21,2023-01-01 15:38:00,Stormy,16.72,12.05,0.58,6.07,97.03,27.64,Standard,Residential,Suburban,Medium,5.56,ND-Light-Carry-X1,165.78,1.07,26.01,25.16,2023-01-01 16:04:00.676838742,1
D-002204,DRN-071-B,RT-MOW-KZN-20,2023-03-13,2023-01-01 12:41:00,Cloudy,6.61,1.24,1.37,0.92,97.0,12.49,Fragile,Industrial,Urban,Low,4.64,ND-AllTerrain-X1,91.07,2.29,4.49,90.19,2023-01-01 12:45:29.141212494,1
D-002205,DRN-040-A,RT-EKB-KZN-16,2023-01-21,2023-01-01 19:09:00,Rainy,0.36,0.8,0.38,4.83,96.12,1.74,Hazardous,Residential,Suburban,Medium,2.69,ND-Speedster-X1,36.36,2.1,19.57,84.26,2023-01-01 19:28:33.905402069,1
D-002206,DRN-021-B,RT-EKB-NSK-04,2023-01-16,2023-01-01 14:14:00,Cloudy,4.67,9.19,0.05,3.13,94.66,2.13,Standard,Industrial,Urban,Low,1.37,ND-Heavy-Lift-X1,41.04,2.43,7.95,89.22,2023-01-01 14:21:57.268676340,0
D-002207,DRN-004-C,RT-KZN-KZN-05,2023-01-16,2023-01-01 11:23:00,Foggy,8.47,0.36,0.15,15.63,92.69,16.9,Perishable,Industrial,Suburban,Medium,2.48,ND-Heavy-Lift-X1,117.06,1.6,76.8,0.0,2023-01-01 12:39:48.029182182,1
D-002208,DRN-084-C,RT-SPB-SPB-18,2023-06-24,2023-01-01 07:39:00,Sunny,29.94,1.21,0.5,11.22,99.21,9.42,Fragile,Residential,Suburban,Low,5.45,ND-Heavy-Lift-X1,74.73,1.3,48.82,38.41,2023-01-01 08:27:49.026559632,1
D-002209,DRN-093-A,RT-SPB-SPB-14,2023-11-08,2023-01-01 14:51:00,Sunny,8.15,2.31,0.64,3.36,94.23,7.92,Perishable,Commercial,Suburban,Medium,2.9,ND-Speedster-X1,67.51,1.85,17.51,74.53,2023-01-01 15:08:30.847212054,1
D-002210,DRN-019-C,RT-SPB-SPB-07,2023-12-04,2023-01-01 10:20:00,Sunny,-0.26,3.62,2.7,2.87,92.6,1.2,Fragile,Commercial,Urban,High,2.24,ND-Speedster-X1,34.18,2.34,4.19,90.22,2023-01-01 10:24:11.553125394,1
D-002211,DRN-046-B,RT-KZN-MOW-14,2023-03-19,2023-01-01 07:04:00,Stormy,16.58,1.59,0.47,7.81,95.78,1.93,Standard,Residential,Urban,Medium,3.01,ND-Speedster-X1,40.63,1.14,27.32,77.28,2023-01-01 07:31:19.209425304,1
D-002212,DRN-091-B,RT-SPB-KZN-08,2023-08-28,2023-01-01 14:35:00,Cloudy,15.35,2.74,0.05,1.02,84.93,2.79,Oversized,Commercial,Urban,Medium,0.51,ND-Heavy-Lift-X1,40.94,1.25,-3.32,87.19,2023-01-01 14:31:40.876223850,1
D-002213,DRN-015-C,RT-SPB-MOW-06,2023-02-06,2023-01-01 15:50:00,Rainy,9.1,0.89,2.28,2.75,99.34,8.86,Perishable,Industrial,Urban,Medium,3.49,ND-Light-Carry-X1,69.86,2.02,10.32,87.33,2023-01-01 16:00:19.170628698,1
D-002214,DRN-037-A,RT-MOW-NSK-20,2023-08-20,2023-01-01 19:22:00,Rainy,13.07,3.42,3.05,5.43,80.38,2.9,Fragile,Rural,Suburban,Low,0.95,ND-AllTerrain-X1,43.75,1.37,27.61,60.25,2023-01-01 19:49:36.566901846,1
D-002215,DRN-067-C,RT-NSK-MOW-08,2023-08-01,2023-01-01 13:44:00,Stormy,26.71,2.1,1.02,1.43,92.97,0.94,Oversized,Residential,Suburban,Low,1.88,ND-Heavy-Lift-X1,34.92,1.19,4.72,90.22,2023-01-01 13:48:43.160113302,1
D-002216,DRN-024-C,RT-KZN-SPB-20,2023-07-12,2023-01-01 18:09:00,Rainy,23.05,7.57,0.5,0.61,81.54,8.88,Hazardous,Commercial,Suburban,High,3.06,ND-Speedster-X1,73.98,1.01,1.17,80.1,2023-01-01 18:10:10.357706892,1
D-002217,DRN-040-C,RT-SPB-KZN-08,2023-03-01,2023-01-01 11:05:00,Cloudy,22.01,2.15,2.22,4.93,97.07,3.04,Fragile,Commercial,Rural,High,5.33,ND-Light-Carry-X1,44.87,1.64,14.36,86.32,2023-01-01 11:19:21.728652834,1
D-002218,DRN-061-B,RT-EKB-NSK-06,2023-07-08,2023-01-01 18:20:00,Rainy,0.8,2.35,0.01,3.96,99.35,0.94,Standard,Residential,Urban,Medium,1.13,ND-Light-Carry-X1,37.21,2.46,18.46,87.91,2023-01-01 18:38:27.465507234,1
D-002219,DRN-093-B,RT-MOW-KZN-01,2023-09-24,2023-01-01 16:53:00,Rainy,49.64,3.59,3.87,7.47,88.17,10.96,Oversized,Residential,Rural,Low,2.21,ND-Heavy-Lift-X1,88.35,2.45,27.42,47.8,2023-01-01 17:20:25.136572260,1
D-002220,DRN-004-C,RT-MOW-SPB-13,2023-05-06,2023-01-01 14:14:00,Sunny,27.62,0.53,3.01,1.3,97.14,5.38,Fragile,Industrial,Urban,High,1.82,ND-Heavy-Lift-X1,56.73,1.77,11.49,86.28,2023-01-01 14:25:29.263358580,1
D-002221,DRN-034-A,RT-MOW-NSK-04,2023-07-22,2023-01-01 07:57:00,Sunny,21.2,0.68,1.18,2.42,86.71,2.01,Standard,Industrial,Urban,Low,7.18,ND-Light-Carry-X1,40.44,0.82,5.74,82.85,2023-01-01 08:02:44.455073634,1
D-002222,DRN-049-C,RT-KZN-SPB-20,2023-11-18,2023-01-01 16:14:00,Sunny,1.03,6.25,0.49,1.33,83.19,7.04,Standard,Industrial,Urban,High,2.15,ND-Heavy-Lift-X1,70.72,2.11,5.22,77.04,2023-01-01 16:19:13.206763998,1
D-002223,DRN-053-C,RT-NSK-MOW-05,2023-02-01,2023-01-01 08:16:00,Cloudy,26.37,1.28,0.05,4.98,85.53,1.8,Oversized,Industrial,Suburban,Medium,2.67,ND-Light-Carry-X1,38.23,1.16,18.34,73.85,2023-01-01 08:34:20.589855786,1
D-002224,DRN-069-C,RT-SPB-EKB-12,2023-11-08,2023-01-01 09:49:00,Cloudy,8.99,4.62,12.97,0.4,86.04,2.67,Perishable,Commercial,Suburban,Low,1.35,ND-Light-Carry-X1,42.1,1.81,-0.2,86.18,2023-01-01 09:48:47.755303926,1
D-002225,DRN-053-B,RT-NSK-MOW-01,2023-09-18,2023-01-01 11:14:00,Cloudy,12.67,0.41,2.15,4.05,92.61,2.38,Oversized,Industrial,Rural,High,2.96,ND-AllTerrain-X1,37.86,0.97,22.14,78.65,2023-01-01 11:36:08.260670280,1
D-002226,DRN-041-A,RT-MOW-SPB-17,2023-12-12,2023-01-01 18:16:00,Foggy,-5.17,6.9,0.62,9.27,95.92,5.19,Standard,Residential,Urban,Medium,5.41,ND-Light-Carry-X1,57.98,2.48,33.75,63.31,2023-01-01 18:49:45.051376746,1
D-002227,DRN-060-B,RT-EKB-SPB-09,2023-04-04,2023-01-01 13:25:00,Cloudy,0.1,17.77,0.03,10.39,84.1,8.79,Standard,Rural,Urban,Medium,3.64,ND-Heavy-Lift-X1,69.63,2.4,43.52,33.6,2023-01-01 14:08:31.019097396,1
D-002228,DRN-070-A,RT-EKB-EKB-13,2023-11-24,2023-01-01 11:08:00,Rainy,20.26,1.87,1.53,5.23,81.76,4.21,Standard,Rural,Urban,Medium,4.93,ND-AllTerrain-X1,49.15,1.11,22.15,63.62,2023-01-01 11:30:08.996255238,1
D-002229,DRN-057-B,RT-EKB-NSK-09,2023-04-10,2023-01-01 17:21:00,Cloudy,27.07,2.82,6.5,3.95,84.43,9.54,Hazardous,Industrial,Rural,High,0.97,ND-Light-Carry-X1,74.67,1.16,21.26,57.97,2023-01-01 17:42:15.719396568,1
D-002230,DRN-040-C,RT-MOW-MOW-20,2023-10-12,2023-01-01 15:22:00,Sunny,23.22,2.34,1.84,8.63,85.93,1.77,Standard,Commercial,Urban,Low,5.2,ND-Speedster-X1,35.02,1.33,32.59,66.91,2023-01-01 15:54:35.296909578,1
D-002231,DRN-038-A,RT-EKB-MOW-10,2023-11-11,2023-01-01 10:13:00,Cloudy,22.81,8.98,0.13,2.96,85.6,8.09,Fragile,Commercial,Suburban,Low,1.74,ND-Heavy-Lift-X1,75.01,1.47,17.06,64.27,2023-01-01 10:30:03.501129648,1
D-002232,DRN-061-C,RT-SPB-NSK-15,2023-01-25,2023-01-01 13:07:00,Foggy,14.22,0.04,0.77,4.01,84.4,11.4,Perishable,Residential,Urban,Medium,1.92,ND-Light-Carry-X1,87.38,1.75,7.07,74.1,2023-01-01 13:14:04.138663895,1
D-002233,DRN-051-B,RT-NSK-MOW-09,2023-12-19,2023-01-01 15:31:00,Sunny,10.12,4.24,0.17,4.45,89.32,10.78,Perishable,Residential,Urban,Medium,4.22,ND-Light-Carry-X1,79.15,1.4,21.34,61.17,2023-01-01 15:52:20.360244750,1
D-002234,DRN-047-B,RT-MOW-KZN-13,2023-12-23,2023-01-01 14:27:00,Cloudy,18.47,4.23,3.65,3.06,97.12,1.4,Perishable,Residential,Urban,High,3.85,ND-AllTerrain-X1,37.97,1.31,13.99,88.27,2023-01-01 14:40:59.384177730,1
D-002235,DRN-036-C,RT-NSK-EKB-04,2023-04-27,2023-01-01 11:48:00,Sunny,24.86,1.93,0.6,2.1,82.01,29.08,Fragile,Residential,Urban,Medium,0.11,ND-Light-Carry-X1,178.41,1.07,13.84,40.86,2023-01-01 12:01:50.160107514,1
D-002236,DRN-041-A,RT-NSK-EKB-07,2023-07-18,2023-01-01 14:02:00,Cloudy,15.06,0.99,1.98,4.98,97.24,3.59,Standard,Commercial,Urban,Medium,2.58,ND-Heavy-Lift-X1,49.36,1.56,16.13,83.97,2023-01-01 14:18:07.804139232,1
D-002237,DRN-013-C,RT-SPB-NSK-11,2023-10-06,2023-01-01 14:38:00,Cloudy,29.52,1.1,0.13,4.02,89.94,4.74,Perishable,Residential,Urban,Low,1.51,ND-Heavy-Lift-X1,57.12,1.99,24.54,66.58,2023-01-01 15:02:32.114936634,1
D-002238,DRN-058-B,RT-SPB-KZN-13,2023-03-11,2023-01-01 19:11:00,Rainy,12.42,6.45,0.21,5.24,93.21,0.45,Standard,Residential,Rural,High,3.05,ND-AllTerrain-X1,33.93,1.11,30.93,75.72,2023-01-01 19:41:55.744378344,1
D-002239,DRN-030-B,RT-KZN-EKB-10,2023-12-01,2023-01-01 18:02:00,Rainy,3.24,0.27,1.71,2.23,96.31,11.39,Standard,Residential,Urban,Low,2.1,ND-Light-Carry-X1,89.31,2.3,6.61,86.46,2023-01-01 18:08:36.790822104,1
D-002240,DRN-025-C,RT-NSK-NSK-19,2023-03-20,2023-01-01 14:45:00,Cloudy,14.88,3.32,2.78,3.48,86.09,6.73,Standard,Commercial,Suburban,Low,4.77,ND-AllTerrain-X1,63.35,1.56,16.07,69.12,2023-01-01 15:01:04.408263204,1
D-002241,DRN-051-B,RT-EKB-EKB-15,2023-12-20,2023-01-01 12:22:00,Stormy,16.27,1.47,0.34,3.96,99.08,9.98,Standard,Commercial,Suburban,Medium,7.69,ND-Light-Carry-X1,84.44,0.75,11.46,82.96,2023-01-01 12:33:27.308695596,1
D-002242,DRN-057-B,RT-KZN-EKB-11,2023-01-14,2023-01-01 12:17:00,Cloudy,14.02,1.23,0.81,5.61,81.67,11.51,Fragile,Residential,Urban,Medium,4.81,ND-Light-Carry-X1,89.99,1.58,27.12,40.99,2023-01-01 12:44:07.308055590,1
D-002243,DRN-047-B,RT-EKB-KZN-16,2023-01-29,2023-01-01 16:35:00,Rainy,30.37,2.82,1.45,2.02,90.55,2.1,Oversized,Residential,Urban,Low,4.38,ND-Heavy-Lift-X1,41.36,1.86,3.9,87.86,2023-01-01 16:38:54.042658962,1
D-002244,DRN-100-C,RT-SPB-SPB-12,2023-05-24,2023-01-01 15:07:00,Cloudy,24.66,9.13,2.39,4.38,85.1,11.52,Fragile,Industrial,Suburban,Low,1.48,ND-Light-Carry-X1,85.08,1.21,19.07,58.06,2023-01-01 15:26:04.093036217,1
D-002245,DRN-016-B,RT-NSK-NSK-05,2023-12-09,2023-01-01 17:17:00,Stormy,-2.17,3.85,1.48,4.91,88.16,8.05,Fragile,Residential,Urban,Medium,1.58,ND-Light-Carry-X1,73.42,2.28,16.02,68.56,2023-01-01 17:33:00.944710679,0
D-002246,DRN-085-B,RT-EKB-SPB-06,2023-01-10,2023-01-01 18:35:00,Rainy,33.41,6.22,0.15,1.01,88.98,12.53,Standard,Industrial,Urban,High,0.54,ND-AllTerrain-X1,96.25,2.08,10.52,72.11,2023-01-01 18:45:30.906503736,1
D-002247,DRN-021-A,RT-KZN-MOW-04,2023-02-16,2023-01-01 15:39:00,Stormy,-17.9,3.67,1.17,3.01,98.29,12.54,Hazardous,Commercial,Suburban,Medium,5.89,ND-Speedster-X1,99.17,2.81,15.72,72.32,2023-01-01 15:54:42.952603704,1
D-002248,DRN-016-C,RT-KZN-SPB-17,2023-09-17,2023-01-01 17:50:00,Sunny,40.81,4.79,3.24,4.53,88.83,0.66,Hazardous,Residential,Suburban,Low,2.26,ND-Light-Carry-X1,33.14,2.09,28.04,73.34,2023-01-01 18:18:02.445342120,1
D-002249,DRN-031-B,RT-SPB-NSK-17,2023-01-12,2023-01-01 17:21:00,Rainy,11.55,2.27,3.04,1.56,93.96,6.81,Oversized,Industrial,Suburban,Low,8.24,ND-Heavy-Lift-X1,65.28,1.28,7.11,86.22,2023-01-01 17:28:06.484520250,1
D-002250,DRN-074-C,RT-KZN-NSK-16,2023-10-25,2023-01-01 17:01:00,Rainy,12.73,10.41,1.32,7.77,99.04,7.0,Standard,Residential,Urban,High,2.45,ND-Speedster-X1,66.16,1.64,28.11,68.04,2023-01-01 17:29:06.627771102,1
D-002251,DRN-034-C,RT-KZN-EKB-10,2023-08-14,2023-01-01 13:39:00,Rainy,14.28,2.79,8.17,4.13,89.89,3.3,Fragile,Commercial,Suburban,Medium,2.1,ND-Heavy-Lift-X1,40.67,1.82,19.07,76.96,2023-01-01 13:58:04.282236126,1
D-002252,DRN-009-A,RT-KZN-SPB-14,2023-09-17,2023-01-01 17:12:00,Cloudy,19.62,3.21,0.17,4.39,88.17,6.94,Standard,Commercial,Urban,Low,0.9,ND-AllTerrain-X1,67.3,0.85,30.3,54.18,2023-01-01 17:42:18.055565154,1
D-002253,DRN-011-B,RT-SPB-EKB-01,2023-03-25,2023-01-01 06:02:00,Sunny,15.0,2.98,0.98,8.83,99.46,1.9,Fragile,Residential,Urban,Low,1.79,ND-AllTerrain-X1,40.94,0.8,34.16,76.15,2023-01-01 06:36:09.448638708,1
D-002254,DRN-086-A,RT-KZN-KZN-20,2023-12-14,2023-01-01 19:33:00,Sunny,13.4,1.52,2.24,2.58,96.55,6.03,Standard,Commercial,Urban,Low,0.17,ND-Heavy-Lift-X1,58.83,1.63,12.79,84.01,2023-01-01 19:45:47.673549534,1
